epoch,train_loss,test_loss,best_test_loss,train_accuracy,train_macro avg_precision,train_macro avg_recall,train_macro avg_f1-score,train_weighted avg_precision,train_weighted avg_recall,train_weighted avg_f1-score,test_accuracy,test_macro avg_precision,test_macro avg_recall,test_macro avg_f1-score,test_weighted avg_precision,test_weighted avg_recall,test_weighted avg_f1-score
12,1.18403173,1.07963754,False,43.14,12.2,14.71,13.03,35.32,43.14,37.95,41.86,20.26,14.3,8.45,65.08,41.86,24.74
13,1.1869763,1.07897575,False,41.78,11.79,14.25,12.61,34.16,41.78,36.74,42.04,18.49,14.35,8.58,59.16,42.04,25.18
14,1.18370047,1.07834742,False,42.53,12.02,14.5,12.82,34.79,42.53,37.35,42.25,16.01,14.41,8.74,50.89,42.25,25.72
15,1.18165329,1.07793214,False,44.02,12.52,15.02,13.31,36.24,44.02,38.77,42.53,16.62,14.49,8.94,52.94,42.53,26.37
16,1.18463237,1.07798122,False,43.17,12.2,14.71,13.0,35.31,43.17,37.89,42.56,16.07,14.5,9.0,51.08,42.56,26.57
17,1.18015557,1.07586711,True,43.98,12.46,14.99,13.27,36.06,43.98,38.65,45.44,17.25,15.35,10.88,54.95,45.44,32.76
18,1.17907386,1.07569188,True,44.46,12.62,15.18,13.5,36.52,44.46,39.28,45.47,17.16,15.36,10.91,54.63,45.47,32.87
19,1.17806752,1.07197308,True,44.63,12.68,15.22,13.47,36.69,44.63,39.24,55.19,17.12,18.17,15.96,54.09,55.19,49.39
20,1.17196266,1.06945038,True,44.7,12.74,15.28,13.66,36.86,44.7,39.71,53.68,17.16,17.75,15.25,54.31,53.68,47.06
21,1.17429613,1.06559492,True,46.02,13.16,15.73,14.06,38.06,46.02,40.88,58.67,17.6,19.16,17.37,55.49,58.67,53.99
22,1.17191923,1.06228902,True,45.8,13.06,15.66,13.99,37.79,45.8,40.67,59.51,17.59,19.38,17.72,55.4,59.51,55.13
23,1.16695986,1.0576511,True,46.54,13.32,15.92,14.25,38.52,46.54,41.42,62.0,17.97,20.06,18.63,56.5,62.0,58.08
24,1.16523081,1.05385677,True,47.8,13.7,16.37,14.69,39.61,47.8,42.66,63.02,18.11,20.32,18.99,56.83,63.02,59.27
25,1.16035917,1.04795014,True,49.16,14.12,16.82,15.08,40.8,49.16,43.81,62.91,18.01,20.23,18.98,56.45,62.91,59.28
26,1.15471084,1.04100868,True,49.21,14.12,16.86,15.16,40.8,49.21,44.0,63.19,18.06,20.21,19.08,56.49,63.19,59.65
27,1.15115757,1.03504025,True,51.32,14.76,17.59,15.83,42.63,51.32,45.94,63.54,18.16,20.34,19.19,56.81,63.54,59.98
28,1.14671896,1.02801452,True,50.79,14.6,17.41,15.67,42.17,50.79,45.47,63.37,18.15,20.22,19.12,56.72,63.37,59.83
29,1.14283434,1.02232318,True,51.67,14.88,17.71,15.95,42.98,51.67,46.27,63.19,18.14,20.13,19.05,56.64,63.19,59.64
30,1.1365532,1.01551799,True,52.13,15.0,17.88,16.11,43.33,52.13,46.73,63.37,18.17,20.2,19.11,56.76,63.37,59.82
31,1.13457551,1.00991239,True,52.23,15.04,17.92,16.17,43.44,52.23,46.89,63.61,18.26,20.27,19.18,57.02,63.61,60.04
32,1.12821786,1.00189555,True,53.19,15.29,18.26,16.49,44.18,53.19,47.8,64.39,18.49,20.52,19.42,57.72,64.39,60.78
33,1.12143146,0.9915554,True,54.0,15.59,18.53,16.72,45.0,54.0,48.47,66.42,19.13,21.15,20.04,59.67,66.42,62.7
34,1.11459954,0.98240278,True,55.57,16.02,19.09,17.25,46.25,55.57,49.99,67.12,19.35,21.37,20.25,60.34,67.12,63.37
35,1.10878607,0.97496167,True,55.47,15.97,19.06,17.24,46.11,55.47,49.95,67.4,19.42,21.47,20.34,60.57,67.4,63.64
36,1.10157358,0.96699684,True,55.78,16.04,19.17,17.33,46.34,55.78,50.22,67.51,19.5,21.48,20.37,60.8,67.51,63.73
37,1.09705968,0.95988477,True,55.98,16.11,19.25,17.41,46.51,55.98,50.44,67.72,19.59,21.54,20.43,61.06,67.72,63.93
38,1.09279111,0.95386876,True,56.46,16.25,19.41,17.56,46.92,56.46,50.88,68.11,19.72,21.66,20.55,61.43,68.11,64.3
39,1.08878279,0.94781384,True,56.6,16.26,19.47,17.61,46.96,56.6,51.02,68.39,19.86,21.73,20.62,61.85,68.39,64.54
40,1.08418025,0.94206514,True,57.13,16.4,19.65,17.79,47.39,57.13,51.53,68.81,19.96,21.88,20.76,62.18,68.81,64.95
41,1.07612023,0.9348033,True,57.26,16.42,19.71,17.84,47.45,57.26,51.66,69.33,20.11,22.05,20.92,62.65,69.33,65.46
42,1.0727339,0.92940401,True,57.95,16.64,19.95,18.06,48.06,57.95,52.3,70.04,20.38,22.26,21.13,63.44,70.04,66.12
43,1.06123462,0.92053686,True,59.03,16.93,20.33,18.41,48.92,59.03,53.31,70.49,20.56,22.39,21.26,63.99,70.49,66.54
44,1.05800421,0.91232135,True,58.96,16.91,20.31,18.39,48.85,58.96,53.24,71.61,20.83,22.78,21.63,64.83,71.61,67.64
45,1.04980453,0.90306278,True,59.72,17.13,20.57,18.63,49.49,59.72,53.94,72.77,21.15,23.16,21.99,65.83,72.77,68.76
46,1.04046877,0.89108154,True,60.74,17.42,20.93,18.95,50.33,60.74,54.87,74.56,21.62,23.75,22.54,67.31,74.56,70.46
47,1.03217266,0.87745228,True,61.01,17.49,21.02,19.04,50.53,61.01,55.13,76.04,21.98,24.25,23.0,68.47,76.04,71.86
48,1.01998603,0.85919051,True,61.92,17.74,21.35,19.33,51.25,61.92,55.96,77.44,22.31,24.73,23.43,69.55,77.44,73.18
49,1.00511242,0.84118811,True,62.98,18.03,21.72,19.67,52.1,62.98,56.93,78.7,22.65,25.15,23.81,70.62,78.7,74.37
50,0.99034023,0.82132311,True,63.65,18.21,21.96,19.89,52.63,63.65,57.56,80.07,23.01,25.6,24.22,71.75,80.07,75.65
51,0.97628916,0.80591471,True,64.48,18.44,22.26,20.16,53.3,64.48,58.32,81.3,23.37,26.0,24.6,72.86,81.3,76.81
52,0.96493794,0.79060591,True,65.24,18.64,22.52,20.39,53.91,65.24,59.01,81.72,23.48,26.14,24.73,73.21,81.72,77.2
53,0.95234625,0.77680777,True,65.9,18.82,22.76,20.61,54.45,65.9,59.62,82.0,23.53,26.24,24.81,73.4,82.0,77.45
54,0.94241104,0.76506076,True,66.11,18.88,22.85,20.68,54.62,66.11,59.82,82.07,23.55,26.27,24.83,73.46,82.07,77.51
55,0.93201687,0.75392594,True,66.4,18.96,22.95,20.77,54.86,66.4,60.08,82.04,23.54,26.26,24.82,73.42,82.04,77.48
56,0.92392815,0.74485045,True,67.08,19.16,23.19,20.98,55.43,67.08,60.7,82.14,23.57,26.29,24.85,73.52,82.14,77.58
57,0.91397822,0.73406816,True,67.5,19.28,23.34,21.11,55.8,67.5,61.09,82.18,23.57,26.31,24.86,73.54,82.18,77.61
58,0.90706723,0.72938818,True,67.69,19.33,23.41,21.17,55.96,67.69,61.26,82.28,23.61,26.34,24.89,73.65,82.28,77.71
59,0.8990002,0.72217466,True,67.9,19.4,23.49,21.24,56.16,67.9,61.45,82.32,23.62,26.35,24.91,73.67,82.32,77.75
60,0.89476685,0.71843659,True,68.11,19.46,23.57,21.31,56.35,68.11,61.65,82.46,23.67,26.39,24.95,73.81,82.46,77.88
61,0.88923053,0.71534351,True,68.4,19.55,23.67,21.4,56.62,68.4,61.9,82.49,23.67,26.4,24.96,73.84,82.49,77.92
62,0.88338512,0.71174579,True,68.58,19.61,23.74,21.46,56.78,68.58,62.07,82.53,23.69,26.42,24.97,73.88,82.53,77.95
63,0.87806664,0.71037647,True,69.03,19.75,23.9,21.6,57.2,69.03,62.48,82.53,23.68,26.42,24.97,73.87,82.53,77.95
64,0.87737016,0.70829679,True,69.1,19.77,23.93,21.62,57.27,69.1,62.55,82.49,23.67,26.41,24.96,73.84,82.49,77.91
65,0.8711917,0.70656313,True,69.16,19.8,23.95,21.64,57.36,69.16,62.6,82.46,23.66,26.4,24.95,73.8,82.46,77.88
66,0.86748151,0.705587,True,69.37,19.87,24.03,21.71,57.59,69.37,62.8,82.49,23.67,26.41,24.96,73.84,82.49,77.91
67,0.86430588,0.70474055,True,69.4,19.88,24.04,21.72,57.61,69.4,62.82,82.49,23.67,26.41,24.96,73.84,82.49,77.91
68,0.8557998,0.70357975,True,69.67,19.97,24.14,21.8,57.88,69.67,63.07,82.49,23.67,26.41,24.96,73.84,82.49,77.91
69,0.85650178,0.70210215,True,69.73,19.99,24.16,21.82,57.94,69.73,63.12,82.49,23.67,26.41,24.96,73.84,82.49,77.91
70,0.85290469,0.70156183,True,70.15,20.12,24.32,21.95,58.34,70.15,63.5,82.53,23.68,26.42,24.97,73.86,82.53,77.94
71,0.85144252,0.7005015,True,70.1,20.12,24.3,21.94,58.32,70.1,63.45,82.53,23.68,26.42,24.97,73.86,82.53,77.94
72,0.84949117,0.70123884,False,70.32,20.19,24.38,22.01,58.55,70.32,63.66,82.53,23.68,26.42,24.97,73.86,82.53,77.94
73,0.84474978,0.70083079,False,70.12,20.14,24.31,21.95,58.39,70.12,63.48,82.53,23.68,26.42,24.97,73.86,82.53,77.94
74,0.84281271,0.70097676,False,70.32,20.2,24.38,22.01,58.58,70.32,63.66,82.53,23.68,26.42,24.97,73.86,82.53,77.94
75,0.84164819,0.70145554,False,70.34,20.21,24.39,22.01,58.61,70.34,63.67,82.53,23.68,26.42,24.97,73.86,82.53,77.94
76,0.84287444,0.69933448,True,70.37,20.23,24.4,22.02,58.65,70.37,63.7,82.53,23.68,26.42,24.97,73.86,82.53,77.94
77,0.83997032,0.70156037,False,70.51,20.27,24.45,22.07,58.8,70.51,63.83,82.53,23.68,26.42,24.97,73.86,82.53,77.94
78,0.83530001,0.6982147,True,70.42,20.25,24.42,22.04,58.72,70.42,63.75,82.53,23.68,26.42,24.97,73.86,82.53,77.94
79,0.8314571,0.69778042,True,70.59,20.3,24.48,22.09,58.87,70.59,63.91,82.56,23.69,26.43,24.98,73.9,82.56,77.98
80,0.82925546,0.69630417,True,70.68,20.34,24.52,22.12,58.99,70.68,63.98,82.56,23.69,26.43,24.98,73.9,82.56,77.98
81,0.82741902,0.6974074,False,70.72,20.35,24.53,22.13,59.02,70.72,64.02,82.56,23.69,26.43,24.98,73.9,82.56,77.98
82,0.82446347,0.69727935,False,70.71,20.35,24.53,22.13,59.02,70.71,64.01,82.56,23.69,26.43,24.98,73.9,82.56,77.98
83,0.82229442,0.69686054,False,70.71,20.36,24.53,22.13,59.05,70.71,64.01,82.6,23.7,26.44,24.99,73.93,82.6,78.01
84,0.82426024,0.69741914,False,70.83,20.4,24.57,22.17,59.18,70.83,64.12,82.6,23.7,26.44,24.99,73.93,82.6,78.01
85,0.82209984,0.69652799,False,70.83,20.4,24.57,22.17,59.18,70.83,64.12,82.6,23.7,26.44,24.99,73.93,82.6,78.01
86,0.81975463,0.69706003,False,70.68,20.35,24.52,22.12,59.04,70.68,63.98,82.6,23.7,26.44,24.99,73.93,82.6,78.01
87,0.82023296,0.69779772,False,70.71,20.36,24.53,22.13,59.07,70.71,64.0,82.6,23.7,26.44,24.99,73.93,82.6,78.01
88,0.82004983,0.69853384,False,70.95,20.45,24.62,22.2,59.31,70.95,64.22,82.6,23.7,26.44,24.99,73.93,82.6,78.01
89,0.81592861,0.69817292,False,70.95,20.45,24.62,22.2,59.32,70.95,64.22,82.6,23.7,26.44,24.99,73.93,82.6,78.01
90,0.8152819,0.6988627,False,70.96,20.45,24.62,22.21,59.34,70.96,64.23,82.6,23.7,26.44,24.99,73.93,82.6,78.01
91,0.81597842,0.69924373,False,70.96,20.46,24.62,22.21,59.35,70.96,64.23,82.6,23.7,26.44,24.99,73.93,82.6,78.01
92,0.81389864,0.69919928,False,70.89,20.43,24.6,22.19,59.29,70.89,64.17,82.6,23.7,26.44,24.99,73.93,82.6,78.01
93,0.81412552,0.69995563,False,71.05,20.48,24.65,22.23,59.42,71.05,64.31,82.6,23.7,26.44,24.99,73.93,82.6,78.01
94,0.81022451,0.69827588,False,70.92,20.45,24.61,22.19,59.32,70.92,64.2,82.56,23.69,26.43,24.98,73.9,82.56,77.98
95,0.81291989,0.69881055,False,70.96,20.46,24.62,22.21,59.36,70.96,64.23,82.6,23.71,26.44,24.99,73.94,82.6,78.02
96,0.81181407,0.69913326,False,70.9,20.44,24.61,22.19,59.31,70.9,64.18,82.6,23.71,26.44,24.99,73.94,82.6,78.02
97,0.80692642,0.69977428,False,70.98,20.46,24.63,22.21,59.37,70.98,64.25,82.6,23.71,26.44,24.99,73.94,82.6,78.02
98,0.80863971,0.69728801,False,71.0,20.48,24.64,22.22,59.41,71.0,64.27,82.56,23.7,26.43,24.98,73.91,82.56,77.98
99,0.81044593,0.69892606,False,71.0,20.48,24.64,22.22,59.43,71.0,64.27,82.56,23.7,26.43,24.98,73.91,82.56,77.98
100,0.80649995,0.69869615,False,71.02,20.49,24.65,22.23,59.44,71.02,64.29,82.6,23.71,26.44,24.99,73.94,82.6,78.02
101,0.80441719,0.69837138,False,70.95,20.47,24.62,22.2,59.4,70.95,64.22,82.6,23.71,26.44,24.99,73.95,82.6,78.02
